지점번호,지점명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온일자,평균최저기온(℃),최저기온(℃),최저기온일자
108,서울,Sep-89,20.7,25.1,29.5,1989-09-07,16.9,10.3,1989-09-20
108,서울,Oct-89,13.6,18.8,23.7,1989-10-01,9,1.9,1989-10-18
108,서울,Nov-89,7.1,11.2,17.4,1989-11-05,3.5,-6.3,1989-11-29
108,서울,Dec-89,1.4,4.9,14.7,1989-12-03,-1.9,-8.7,1989-12-31
108,서울,Jan-90,-3.2,0.2,7.8,1990-01-09,-6.6,-17.1,1990-01-25
108,서울,Feb-90,2.7,5.8,12.9,1990-02-28,-0.1,-5.2,1990-02-13
108,서울,Mar-90,7.2,11.5,18.8,1990-03-21,3.6,-1.3,1990-03-08
108,서울,Apr-90,11.3,16.3,26.3,1990-04-11,6.7,1.6,1990-04-04
108,서울,May-90,16.2,21,27.1,1990-05-09,12.2,7.2,1990-05-05
108,서울,Jun-90,20.7,24.6,29.4,1990-06-17,17.4,13.4,1990-06-01
108,서울,Jul-90,24.9,28.4,34.2,1990-07-29,22,16.7,1990-07-01
108,서울,Aug-90,26.4,30.9,35.5,1990-08-07,22.8,18.5,1990-08-17
108,서울,Sep-90,21.1,25.7,31.1,1990-09-02,17,10.2,1990-09-19
108,서울,Oct-90,15.4,21.3,27.1,1990-10-06,10.3,6.1,1990-10-18
108,서울,Nov-90,10,14.6,21.9,1990-11-04,5.8,-4.9,1990-11-21
108,서울,Dec-90,0.8,4.8,13.8,1990-12-08,-3,-12.9,1990-12-27
108,서울,Jan-91,-2.6,1.6,9.7,1991-01-20,-6.3,-12.9,1991-01-06
108,서울,Feb-91,-0.9,3.1,12,1991-02-14,-4.6,-15,1991-02-23
108,서울,Mar-91,4.9,9.6,18.9,1991-03-25,0.7,-6,1991-03-01
108,서울,Apr-91,13,19.1,25.6,1991-04-11,7.6,-3.4,1991-04-01
108,서울,May-91,17.5,22.8,31.1,1991-05-23,12.7,7.4,1991-05-04
108,서울,Jun-91,22.6,27.6,31.8,1991-06-28,18.3,15.2,1991-06-02
108,서울,Jul-91,24.3,27.8,32,1991-07-28,21.4,18,1991-07-08
108,서울,Aug-91,25.5,30,34.7,1991-08-20,21.6,15.7,1991-08-28
108,서울,Sep-91,21.1,25.5,31,1991-09-08,17.3,10.1,1991-09-29
108,서울,Oct-91,13.8,19.5,25.8,1991-10-01,8.8,4.1,1991-10-21
108,서울,Nov-91,6.5,10.9,17.6,1991-11-06,2.1,-4,1991-11-25
108,서울,Dec-91,2.2,5.9,12.9,1991-12-16,-1.5,-11.1,1991-12-29
108,서울,Jan-92,-0.2,3.4,7.6,1992-01-28,-3.4,-9.1,1992-01-19
108,서울,Feb-92,0.7,5,15.9,1992-02-28,-3.3,-7.8,1992-02-08
108,서울,Mar-92,7.6,12.2,20.2,1992-03-27,3.5,-1.5,1992-03-07
108,서울,Apr-92,12,17.5,24.3,1992-04-09,7.1,1.5,1992-04-12
108,서울,May-92,16.4,21.9,29.9,1992-05-30,11.7,7.1,1992-05-01
108,서울,Jun-92,20.9,26,29.8,1992-06-27,16.4,10.8,1992-06-08
108,서울,Jul-92,24.8,28.4,32.4,1992-07-06,22,19.1,1992-07-03
108,서울,Aug-92,24.8,28.9,32.8,1992-08-29,21.4,18.4,1992-08-15
108,서울,Sep-92,20.9,25.1,30.9,1992-09-05,16.9,9.3,1992-09-27
108,서울,Oct-92,14,18.9,25.1,1992-10-01,9.7,4,1992-10-26
108,서울,Nov-92,6.2,10.8,17.2,1992-11-07,2.1,-9,1992-11-27
108,서울,Dec-92,1.5,5.1,13.3,1992-12-05,-2,-9.7,1992-12-23
108,서울,Jan-93,-1.9,1.9,8.4,1993-01-24,-5.5,-11.1,1993-01-19
108,서울,Feb-93,1,5.3,14.2,1993-02-06,-2.9,-8.6,1993-02-24
108,서울,Mar-93,5.8,10.5,16.6,1993-03-27,1.9,-6.2,1993-03-02
108,서울,Apr-93,10.6,15.8,23.5,1993-04-21,6.3,-0.3,1993-04-09
108,서울,May-93,18.2,23.8,31.9,1993-05-29,13.3,9.4,1993-05-02
108,서울,Jun-93,21.3,25.8,29.2,1993-06-26,17.8,13.4,1993-06-02
108,서울,Jul-93,23.3,27.6,31.1,1993-07-07,19.8,16.2,1993-07-21
108,서울,Aug-93,23.2,27.5,30.6,1993-08-12,19.8,16.3,1993-08-30
108,서울,Sep-93,21.2,26.3,30.5,1993-09-01,16.9,10.8,1993-09-30
108,서울,Oct-93,13.4,19.3,25,1993-10-08,8.3,0.6,1993-10-31
108,서울,Nov-93,8.5,12.5,20.9,1993-11-11,5.2,-9,1993-11-24
108,서울,Dec-93,-0.2,3.8,10,1993-12-25,-3.8,-11.2,1993-12-15
108,서울,Jan-94,-0.9,3.1,10,1994-01-09,-4.7,-12.3,1994-01-19
108,서울,Feb-94,0.8,5.8,11.4,1994-02-19,-3.2,-10.8,1994-02-10
108,서울,Mar-94,4,8.9,18.6,1994-03-31,-0.1,-5.5,1994-03-01
108,서울,Apr-94,15.2,21.4,28.9,1994-04-06,10,5.7,1994-04-14
108,서울,May-94,17.9,23.1,28,1994-05-23,13.4,8.3,1994-05-05
108,서울,Jun-94,22.8,28.2,34.7,1994-06-17,18.1,13.4,1994-06-20
108,서울,Jul-94,28.5,32.6,38.4,1994-07-24,25.3,21.3,1994-07-02
108,서울,Aug-94,27.6,31.9,37,1994-08-09,24.4,19,1994-08-22
108,서울,Sep-94,21,26.1,32,1994-09-04,16.7,12.1,1994-09-25
108,서울,Oct-94,15.2,20.3,25.9,1994-10-09,11.3,3.2,1994-10-31
108,서울,Nov-94,9.3,13.6,19.8,1994-11-06,5.4,-2.2,1994-11-27
108,서울,Dec-94,1.1,4.7,12.4,1994-12-01,-2.4,-12.6,1994-12-16
108,서울,Jan-95,-2.1,1.8,10.3,1995-01-08,-5.7,-11.1,1995-01-30
108,서울,Feb-95,1.2,6,9.9,1995-02-11,-2.8,-7.9,1995-02-01
108,서울,Mar-95,6,10.3,17.1,1995-03-15,2.2,-3.6,1995-03-17
108,서울,Apr-95,11.3,16.7,25.2,1995-04-30,6.5,-0.4,1995-04-02
108,서울,May-95,17.1,22.1,29,1995-05-18,12.1,6.3,1995-05-11
108,서울,Jun-95,21.6,26.3,29.6,1995-06-21,17.5,12.1,1995-06-01
108,서울,Jul-95,24.5,27.8,33.6,1995-07-23,21.7,17.7,1995-07-05
108,서울,Aug-95,26,29.2,33.7,1995-08-15,23.4,18.8,1995-08-30
108,서울,Sep-95,20,24.5,28.4,1995-09-01,15.7,10.7,1995-09-28
108,서울,Oct-95,15.5,20.6,25.6,1995-10-13,10.7,4.2,1995-10-31
108,서울,Nov-95,6.2,11.5,18.6,1995-11-06,1.8,-4.3,1995-11-24
108,서울,Dec-95,-1,3,6.9,1995-12-12,-4.4,-10.3,1995-12-30
108,서울,Jan-96,-2.2,2.3,9.8,1996-01-13,-5.6,-10.7,1996-01-04
108,서울,Feb-96,-1.6,3.2,14,1996-02-13,-5.5,-13.8,1996-02-02
108,서울,Mar-96,4.9,9.5,17.5,1996-03-29,1,-3.8,1996-03-12
108,서울,Apr-96,10.2,15.1,23.3,1996-04-27,5.9,-0.9,1996-04-02
108,서울,May-96,18.4,24.2,31.4,1996-05-31,13.3,9.8,1996-05-10
108,서울,Jun-96,22.3,26.5,32.7,1996-06-01,19.1,15.1,1996-06-18
108,서울,Jul-96,24.4,28.3,34.6,1996-07-31,21.2,16.6,1996-07-09
108,서울,Aug-96,26,29.8,35.4,1996-08-01,22.9,17.6,1996-08-28
108,서울,Sep-96,22,27.3,30.9,1996-09-02,17.5,11.6,1996-09-21
108,서울,Oct-96,14.5,19.4,23.8,1996-10-04,10,-0.4,1996-10-27
108,서울,Nov-96,6.1,10.3,18.8,1996-11-11,2.4,-8,1996-11-30
108,서울,Dec-96,1.6,6,12.7,1996-12-15,-2.5,-10.5,1996-12-01
108,서울,Jan-97,-3.3,1.2,8,1997-01-01,-7.1,-13.7,1997-01-22
108,서울,Feb-97,0.7,5.6,15.1,1997-02-27,-3.5,-8.1,1997-02-03
108,서울,Mar-97,6.8,11.8,20.2,1997-03-13,2.5,-4.3,1997-03-03
108,서울,Apr-97,13,18.1,22.3,1997-04-20,8.4,2.7,1997-04-01
108,서울,May-97,17,21.5,27.9,1997-05-05,12.9,8.8,1997-05-09
108,서울,Jun-97,23.4,28.5,35,1997-06-15,18.9,12.4,1997-06-02
108,서울,Jul-97,26.1,30.1,36.1,1997-07-26,22.8,18.1,1997-07-07
108,서울,Aug-97,26.8,31.3,34.1,1997-08-08,23.2,19.6,1997-08-05
108,서울,Sep-97,20.2,25.4,31.9,1997-09-06,15.7,10.3,1997-09-22
108,서울,Oct-97,13.4,19,26.3,1997-10-02,8.2,-2,1997-10-31
108,서울,Nov-97,8.8,13.7,20.2,1997-11-11,4.6,-3.2,1997-11-19
108,서울,Dec-97,1.8,5.7,12.8,1997-12-19,-1.8,-11.3,1997-12-10
108,서울,Jan-98,-1.3,2.8,8.2,1998-01-03,-4.7,-15.4,1998-01-24
108,서울,Feb-98,3.4,7.8,15,1998-02-25,-0.6,-7.7,1998-02-10
108,서울,Mar-98,7.3,12.5,19.1,1998-03-29,2.8,-3.2,1998-03-20
108,서울,Apr-98,15.6,20.9,26.3,1998-04-11,11.1,1.9,1998-04-02
108,서울,May-98,19,24.3,31.4,1998-05-21,14,10.4,1998-05-11
108,서울,Jun-98,21.9,26.4,31.8,1998-06-22,18,13.2,1998-06-05
108,서울,Jul-98,24.9,28.6,32.2,1998-07-28,21.9,19.5,1998-07-26
108,서울,Aug-98,25,28.8,32,1998-08-02,22.1,17.4,1998-08-28
108,서울,Sep-98,23,27.8,32.8,1998-09-12,19,15.4,1998-09-17
108,서울,Oct-98,17,22,26.5,1998-10-02,12.7,4.9,1998-10-20
108,서울,Nov-98,7.3,12.2,20.5,1998-11-14,3.3,-6.8,1998-11-19
108,서울,Dec-98,2.3,6.6,12.9,1998-12-18,-1.7,-8.1,1998-12-10
108,서울,Jan-99,-0.8,3.5,12.4,1999-01-24,-4.7,-12.2,1999-01-09
108,서울,Feb-99,0.7,5,10.2,1999-02-16,-3.1,-12.3,1999-02-03
108,서울,Mar-99,6.7,11.7,18.8,1999-03-04,1.6,-6.2,1999-03-22
108,서울,Apr-99,13.9,19.3,28.2,1999-04-25,8.7,1.6,1999-04-07
108,서울,May-99,17.5,22.7,28.1,1999-05-31,12.4,10.2,1999-05-02
108,서울,Jun-99,23.1,28.3,33.6,1999-06-29,18.5,15.8,1999-06-03
108,서울,Jul-99,25.9,30,34.9,1999-07-20,22.3,18.2,1999-07-12
108,서울,Aug-99,26,30.2,35.4,1999-08-17,22.3,19.5,1999-08-28
108,서울,Sep-99,22.9,27,32,1999-09-13,19.4,12.8,1999-09-21
108,서울,Oct-99,14.3,19.1,24,1999-10-12,10,1.5,1999-10-17
108,서울,Nov-99,7.9,12.6,18.6,1999-11-09,3.8,-6.1,1999-11-26
108,서울,Dec-99,0.4,4.4,12,1999-12-10,-3.4,-11.5,1999-12-21
108,서울,Jan-00,-2.1,1.7,9.9,2000-01-01,-5.7,-12.1,2000-01-07
108,서울,Feb-00,-1.7,2.6,7.5,2000-02-19,-5.8,-11.6,2000-02-01
108,서울,Mar-00,6.3,11.4,18.9,2000-03-27,1.7,-4.8,2000-03-08
108,서울,Apr-00,11.9,16.9,23.5,2000-04-20,7.3,1.8,2000-04-11
108,서울,May-00,17.5,22.7,30.5,2000-05-25,12.9,7.9,2000-05-02
108,서울,Jun-00,23.7,29.2,33.9,2000-06-18,19.1,14.6,2000-06-09
108,서울,Jul-00,26.8,31,34.2,2000-07-06,23.1,19.9,2000-07-01
108,서울,Aug-00,26.2,30,35.1,2000-08-02,22.9,19,2000-08-21
108,서울,Sep-00,20.7,24.8,31,2000-09-03,17.1,11.9,2000-09-19
108,서울,Oct-00,14.9,19.2,26.5,2000-10-07,10.7,3.5,2000-10-30
108,서울,Nov-00,7,11.1,20.3,2000-11-06,2.7,-3.8,2000-11-22
108,서울,Dec-00,0.9,4.9,11.9,2000-12-09,-2.9,-11.4,2000-12-26
108,서울,01-Jan,-4.1,-0.8,6.8,2001-01-25,-7.8,-18.6,2001-01-15
108,서울,01-Feb,-0.3,3.7,12.2,2001-02-22,-3.7,-10.4,2001-02-02
108,서울,01-Mar,5,9.6,21,2001-03-24,0.9,-6.1,2001-03-08
108,서울,01-Apr,13.6,19.2,28.2,2001-04-09,8.7,2.1,2001-04-03
108,서울,01-May,19.1,24.7,31.5,2001-05-21,14.8,10.4,2001-05-10
108,서울,01-Jun,22.5,27.1,32.7,2001-06-10,19.2,15.6,2001-06-01
108,서울,01-Jul,25.9,29.9,32.8,2001-07-26,22.9,20.3,2001-07-10
108,서울,01-Aug,26.5,30.8,35.3,2001-08-17,22.8,19.4,2001-08-13
108,서울,01-Sep,22.5,27.5,31.7,2001-09-03,17.9,11,2001-09-22
108,서울,01-Oct,16.5,21,25.3,2001-10-14,12.4,8.8,2001-10-19
108,서울,01-Nov,7,11.5,16,2001-11-09,2.9,-3.1,2001-11-27
108,서울,01-Dec,-0.6,3.4,10.9,2001-12-11,-4,-8.8,2001-12-18
108,서울,02-Jan,0.3,3.9,13.5,2002-01-15,-2.9,-12,2002-01-03
108,서울,02-Feb,2.9,7.1,12.6,2002-02-24,-0.8,-5.1,2002-02-09
108,서울,02-Mar,7.6,12.4,19.4,2002-03-13,3.6,-2.9,2002-03-07
108,서울,02-Apr,13.6,18.6,27.7,2002-04-22,8.8,4.3,2002-04-10
108,서울,02-May,18.2,23.5,27.7,2002-05-23,13.3,10,2002-05-08
108,서울,02-Jun,22.2,27.3,32,2002-06-29,17.9,14.5,2002-06-26
108,서울,02-Jul,25.2,28.8,34.8,2002-07-28,22.2,18.9,2002-07-20
108,서울,02-Aug,24.2,27.5,32.2,2002-08-29,21.4,17.9,2002-08-12
108,서울,02-Sep,21.6,26.1,30.6,2002-09-03,17.8,13.5,2002-09-23
108,서울,02-Oct,12.8,17.7,24.9,2002-10-17,8.8,-0.3,2002-10-28
108,서울,02-Nov,4,8,16.7,2002-11-07,0.3,-4.8,2002-11-19
108,서울,02-Dec,1.7,5.3,15.9,2002-12-04,-1.6,-9.1,2002-12-10
108,서울,03-Jan,-2.5,1.1,8.7,2003-01-13,-5.8,-15.5,2003-01-05
108,서울,03-Feb,2.7,6.6,11.9,2003-02-28,-0.7,-8.3,2003-02-12
108,서울,03-Mar,6.5,10.6,20.9,2003-03-31,2.9,-5,2003-03-04
108,서울,03-Apr,13.2,17.9,24.6,2003-04-28,9,4.8,2003-04-10
108,서울,03-May,19.6,25,30.4,2003-05-28,14.4,8.5,2003-05-01
108,서울,03-Jun,21.5,25.8,31.1,2003-06-09,18,14.4,2003-06-07
108,서울,03-Jul,23.8,27.7,31.4,2003-07-30,20.7,18.3,2003-07-18
108,서울,03-Aug,24.1,27.6,32.2,2003-08-05,21.3,16.6,2003-08-31
108,서울,03-Sep,20.9,24.9,28.7,2003-09-08,17.5,13.8,2003-09-22
108,서울,03-Oct,13.9,19,26,2003-10-10,9.6,2.7,2003-10-29
108,서울,03-Nov,9.5,13.5,21.3,2003-11-02,5.9,-3.2,2003-11-22
108,서울,03-Dec,0.7,4.4,12,2003-12-01,-2.8,-8.1,2003-12-20
108,서울,04-Jan,-1.5,2.1,8.1,2004-01-05,-4.9,-16.7,2004-01-22
108,서울,04-Feb,2.3,6.9,18.7,2004-02-20,-1.6,-7.8,2004-02-06
108,서울,04-Mar,6.3,11.1,18.7,2004-03-16,2.1,-5.6,2004-03-07
108,서울,04-Apr,13.1,18.3,27.3,2004-04-18,8.5,2.7,2004-04-04
108,서울,04-May,17.6,22.2,27.6,2004-05-27,13.7,8.8,2004-05-05
108,서울,04-Jun,23.2,27.7,32.5,2004-06-03,19.3,14.6,2004-06-01
108,서울,04-Jul,24.8,27.7,34.5,2004-07-31,22.3,19.5,2004-07-05
108,서울,04-Aug,26.1,30.2,36.2,2004-08-10,22.8,18.7,2004-08-24
108,서울,04-Sep,21.7,26.3,31.3,2004-09-05,17.8,12.8,2004-09-22
108,서울,04-Oct,15.2,20.8,25.6,2004-10-08,10.3,5.3,2004-10-27
108,서울,04-Nov,9.1,13.4,21.5,2004-11-09,5.3,0.2,2004-11-13
108,서울,04-Dec,1.9,5.8,16.2,2004-12-03,-1.4,-8.3,2004-12-30
108,서울,05-Jan,-2.5,1.5,7.3,2005-01-28,-6.2,-11,2005-01-31
108,서울,05-Feb,-1.9,2.2,10.5,2005-02-17,-5.5,-13.1,2005-02-01
108,서울,05-Mar,4.1,8.8,17.6,2005-03-27,0.2,-6.5,2005-03-12
108,서울,05-Apr,13.2,18.1,29.8,2005-04-30,8.9,4.1,2005-04-04
108,서울,05-May,17.7,22.9,30.2,2005-05-29,13,6.3,2005-05-07
108,서울,05-Jun,22.7,27.3,32,2005-06-24,19.1,15.5,2005-06-01
108,서울,05-Jul,25.3,28.8,34.2,2005-07-22,22.7,18.3,2005-07-12
108,서울,05-Aug,25.1,28.7,35,2005-08-06,22.4,16.5,2005-08-24
108,서울,05-Sep,21.8,25.7,30.8,2005-09-11,18.6,13.8,2005-09-21
108,서울,05-Oct,14.7,19.4,24.9,2005-10-06,10.7,3,2005-10-23
108,서울,05-Nov,8.6,12.9,21.8,2005-11-04,4.6,-1.1,2005-11-16
108,서울,05-Dec,-3.9,-0.1,11.1,2005-12-01,-7.4,-14,2005-12-18
108,서울,06-Jan,-0.2,3.4,9.3,2006-01-14,-3.3,-10.1,2006-01-06
108,서울,06-Feb,0.1,4.2,11.5,2006-02-24,-4,-14.1,2006-02-03
108,서울,06-Mar,5.2,9.9,17.2,2006-03-22,0.9,-6.9,2006-03-13
108,서울,06-Apr,11.6,16.2,22.2,2006-04-11,7.7,2.9,2006-04-16
108,서울,06-May,18.4,23.4,28.3,2006-05-21,14,10.8,2006-05-14
108,서울,06-Jun,21.8,26.3,32.4,2006-06-02,18.1,14.1,2006-06-12
